1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
2678.293,2951,7541,41815,4323,6677,14615,8350,13381,8748,14004,1920.439,4084,6306,58487,12774,12031,9491,3630,4704,3442,6339,9338,26597,38359,4044,6670,2946.765,2490.093,3252,6298,5935,2940,2317.7,8392,4101,8737,5781,3830.062,11164,3612,4446,10278,5250,6809,7639,6268,20650,3049.96,7759,2125.78,2891,5606,4786,3214.252,6234,7313,6441,6463,4037,4884,9454,5506,11696,12879,7445,5356,5169,4381,5890,3538,3647.054,9147,2931,5361,1641.088,5709,5098,6523,11600,188882,7337,11383,4641,5298,4746,5344,2642.854,11903,4794,6055,2585.096,6038,20325,6170,4510,14037,8909,12761,4081,7313.882,17614,6261,6784,5183,1640.258,4746,4568,1462.54,5565,2175.938,2980,5104,4614,6214,10337,7994,4747,14261,4227,3719
12436,13283,15858,7423,8770,9886.118,6846,19717,9309,59823.78,5849846,15367,5072,2627966,75838.4,10512,9874,8078,6656,5542,5091,4562,11980,6368,4625,60731.18,6492,9203,4559,133329.6,3043.951,4299094,10285,4270871,29917.72,4509377,54664.16,149263.6,10677,57838.03,5920,16527,7524,186563.6,5706606,49.61518,10608,21137,137957.3,4115,8284,5793,7169,4793,3309,8007,5992.96,6157,3542,12358.78,3461,5628786,4389,22934,6077,5340829,3205,3029.947,109016.8,1926.586,2125.12,4426,316486.3,7982.751,5021,7325163,3231.086,4145,5049.665,10648,10836.28,210907.2,6881,5190,4357,5354,2727.571,8065,9500413,5496,4175.039,4138.51,8012,5143.649,6839,8175,7058,13126,5441,10241,13205,15465.56,4913,10554,4566.96,141667.1,4994,7983,99282.2,11064.25,3306,4943,7651,5543.945,5289,21298,14814.41,4406,7573.969,2114.764,2317.321
97420,159891,110765,165803,19903,115937,114208,69131,275158,10994.27,76042,302046,199093,25429.54,14327.31,78400,101183,63452,243436.4,73308,71931,68490.85,107967,194928,6414.426,125690,131321,183020,57607,90350,34502,85484,125177,222947,452847,27904,8085.573,67399.04,166342,11139.64,209568,155966,125176,59213,101303,2.80E-07,13149.63,319352,74586,23855.05,235985,301943,7581.549,63144,150867,165605.3,55758,201625,90335,231712,1242193,337968,865377,143826,65525,185629,821186,182810,197014,475315,266256,103178,102608,115151,64146,137064,73726,79964,154650,218775,120782,358399,251430,44923,69416,52194,16842.24,125861,249606,126849,111018,780810,95256,518587,135922,119504,105473,141595,91586,190007,109557,78607,306458,185888,98478,157983,78335,20973,232704,171250,38120,155399,101159,45904,38725,95174,108535.6,71218,53330.65,521020,538709
2694.246,5271.946,4351,3073,3366,4969.507,3367.665,4286,4519,3378,8287,5153,5212,1381.822,4472,4553,5211,4585,5665,2381.611,5274.134,2561.554,4762,13567,5249,4845.239,2561.2,2252.116,4178,2747.727,1068.089,2419.487,2928.171,5497,3809,3360,3023.609,5205,4185,7200,3795,4197,4767,6240,3642,261318.9,6098,8811.275,4393.316,2296.52,2634.931,2336.078,2518.585,3886,3659.245,4907,3080,4988,3030,3679,4064.537,5383.992,5183,4944,40557.46,4796,5703,3315,3089,8340,2025.281,2866.835,4965.049,1739.081,1507.512,5157,2308.323,2566,5091,3740.242,4770,4148,4603,2661.963,2161.489,1802.925,1946.413,1910.719,4511,10103.47,2584,4047.015,3106,5351,3115,3432,2851.574,5425,4357,5822,5037,6526.218,4771.627,5158,2570.135,2159.728,2891,6070,6003,7916,2471.026,2815,2731.139,2431.211,2227.47,13497,4519,3744,5337,5248,2520.582
19271,10098,14218,6313,7415,11552,5268,30956,11215,11433,8979,8261,7633,9037,15988,17311,10270,7587,5256,10053,4266,5260,13314,5070,4697,4045,7593,7496,4527,4696,4398,6186,4256,8916,12456,4768,9392,5724,5400,6660,10960,23983,7167,4861,5729,6419,7285,8174,3969,3969,3462,3154,3294,6544,13574,10153,7473,11507,7763,8274,8906,13430,9813,20226,14705,25795,15902,9111,4213,4389,6499,6980,6645,7405,6808,5699,4152,3840,4338,13646,8114,10468,6036,3551,3853,4536,3099,4442,13627,6319,5679,10641,2785,3155,8589,5188,3102,10009,5957,8786,14531,10839,8051,12818,6663,7386,4590,3970,6847,7520,4857,7650,6002,2112.53,4309,4649,12622,16560,8919,3389,6726
63154,163957,81069,54720,95460,92310,66030,96139,96901,89945,587756,86224,118916,84908,81119,63365,108718,73549,94800,341986,388381,46432,404962,55735,495766,1020251,74475,232229,1321221,677174,44689,312754,318396,72822,296334,176256,66359,99430,93287,392258,76648,90992,575951,496758,846876,380.5674,373041,542554,401934,280205,53272,344647,359075,45038,52079,58073,641762.8,79668,57551,76843,79552,1285904,81142,92436,101383,1375627,103382,56354,51430,785062.6,59916,70870,551657,61894,325488,334142,43955.28,45472,75068,696799.7,102417,77243,491484,50507,412140,383653,52681,351068,102399.7,1551431,49505,71032,55897,189932,57428,54432.65,82180.73,87341,73015,97469,96734,457903,765051,88303,63126,158369.9,51864,493871,420052,755727,61246,333507,754305,72773,192677,926935,632316,69803,459714,346838,49364
63154,163957,81069,54720,95460,92310,66030,96139,96901,89945,587756,86224,118916,84908,81119,63365,108718,73549,94800,341986,388381,46432,404962,55735,495766,1020251,74475,232229,1321221,677174,44689,312754,318396,72822,296334,176256,66359,99430,93287,392258,76648,90992,575951,496758,846876,380.5674,373041,542554,401934,280205,53272,344647,359075,45038,52079,58073,641762.8,79668,57551,76843,79552,1285904,81142,92436,101383,1375627,103382,56354,51430,785062.6,59916,70870,551657,61894,325488,334142,43955.28,45472,75068,696799.7,102417,77243,491484,50507,412140,383653,52681,351068,1220.117,1098.999,2743.401,210.2576,2240.276,1237.005,59776,86345,79893,70325,46777,63862,65677,77047,75354,56860,69336,36952,81345,53984.64,53250.77,2143.455,44579.97,60178,73532.66,30498.17,35147,45883,62307,57964,41783.07,53971,59293
9492.295,30837,28959,9275.08,1541.204,5218,9681,25114,1659.678,15301.64,6358.892,23938,4859,4903.651,17244,12382,7895.407,12829,15782,5558,6708,5952,10924.04,6616.822,1211,15628,6157,11604,2750.799,14185,9718,6112.424,6454.595,9427,2075.524,12855,5650,7627,7960,7834,7785.055,12971.15,7199,6333,2445,6480.662,7097,20992,5275.416,3870,12501.2,3252.846,5262.583,13809.07,17348,16660.45,5068.605,23339,18028,2373,6196,22975,4928.248,22024.42,15469,16817,2436.057,9953,5301.018,4822,12818,14915,5698.246,4682.451,5715,2190.137,8498.846,2618.275,9070.57,13202,18584,12932,12042,6478.916,3316.195,7958,1637.731,4809.148,22176,5029,9629,9673,2004.082,6694,6240,17885,18401,10850,10462,26568,6424,17995,6264,19980,6133.743,2175.09,4316,5722,457.4908,5746,3955.382,10801.62,1082.066,2962,7208,6591.608,7981,8108,10987,3687.889,1388.457
37270.8,71895,39959,40154,32188.99,23399,13886.14,26074.46,44794,18557,31620,41781,54095,34285.75,20354,48453.25,23208,20896.38,27331,25399.22,19883.22,9247,34953,32860,9591.897,15240,20822,19210,13614,24996,7548,15087,18361.79,42563,21001,63699.82,24313.26,30278,43961.85,34789.28,34007,30956,38597.33,48929,52428,186129.4,18256,113106.9,23074,12309,45662.97,42662,8639,24206.84,36320,219019,16363,39114.64,17759,56979,17779.47,57822,32262.09,30548,24572,75963,33457,22222.4,26701,11190,18191.6,25411,26400,19797,14050,25104,14887,8101,27471,59669,35622,46904,121786.5,13317,19020.03,15499,8583.555,21027,56942,15918,16147,219897.1,35373,85265,26094,22922,33971.42,29604,22809,41080,47922,35088,39273,37747,17576,26703,28789.24,36615.2,27676,34347,8272.091,19722,27689,11376,147144.2,42176.13,67127.89,40789.59,27881,11538,23122.16
21707,24692,13369,15689,17069,30811,13473,53757,39422,37297,155833,26254,32399,31547.86,48473,19083,34939,48598,25096,60383,97567,13376,89643,13306,187638,229784,18965,41321,190864,117438,7110,62550,66923,12170,46311,27320,28447,44506,18792,156426,33015,23104,120510,108532,234487,33321,88639,142195,100068,55560,15593,71800,99149,32602,71140,53404,165584,155840.9,29781.28,103475.5,51650.17,244068,35175.22,63418.38,108999.5,87730,39726.98,24960.66,31394.81,204424,48462,58470,271372,40235,22115,115160,52548.38,63367,91373,47371,67126.43,85611.46,155569,41356,120701,105552,48426.36,13367,76061.65,274609,34361.45,42202.84,29180.38,48292,49839.01,51597.62,54959,68369.17,51385,54677.13,63080.88,214602,232705,73131,31291,42836,27392.67,38006,123383,53623,60538,99456,215824,29088.46,16330,290644,179301,72683,235198,105142,31612
72875,109772,113515,66902,62604,70841,68927,120840,78643,99057,85591,98662,83233,93455,95215,96265,104871,73798,96430,65441,43978,47921,58369,53932,45357,41266,50223,39353,58986,57006,43111,46340,46280,53874,110596,71099,55975,77635,56117,58009,71237,100942,85673,52940,64385,81180,81427,77453,54518,30711,35113,29396,39787,66785,74375,93472,65342,101347,85336,97625,80290,94872,97176,120206,134288,123569,130538,58659,45988,60009,46203,60296,60959,43175,43946,37349,40531,30338,61192,91781,94289,99306,75162,31555,42370,40235,36490,1901.383,114120,75406,58643,71428,75969,97669,72491,59409,81637,89979,86430,107808,122636,92066,74913,108560,47549,67322,37316,31382,45420,49708,53751,56886,52269,53692,37198,70513,101791,102496,96838,26648,42508
281444,432542.1,378186,294211,266129,375108,257148,457196,455409,309496,593029,430162,445387,177761,417567,407717,466214,455320,460567,298450,375294,238937,414757,252923,377870,373960,291699,268926,356419,300491,108924,317510,305663,465203,412585,365133,320355,508141,370847,545735,372161,396923,538373,596187,533319,17867.98,544830,607474,354905,268737,276912,339041,267324,237520,308810,412265,364605,464135,265938,354920,364165,510818,394713,444579,415806,613527,482834,277341,300135,445883,215576,315802,423064,209320,277016,395078,250067,258646,435549,506651,387231,403001,547871,247616,264382.5,251275,255170,284137,436110,540333,247666,280013,294451,352791,270806,263488,321971,448664,414266,462856,438707,621317,621245,507085,256281,270632,269233,387480,416907,476853,233271,330868,328339,235345,330677,643804,505327,363064,557855,269346,239809
